Territorio;Nivel educativo;Sexo;Titularidad del centro;Año/Curso;value
Aragón;FP Básica y Grado Medio;Hombres;Centros privados;2015-2016;0
Aragón;FP Grado Superior;Hombres;Centros públicos;2015-2016;146
Aragón;FP Grado Medio y FP Grado Superior;Hombres;Todos los centros;2018-2019;104
Aragón;FP Grado Superior;Mujeres;Centros privados;2015-2016;0
Aragón;FP Grado Medio;Hombres;Centros públicos;2016-2017;25
Aragón;FP Básica y Grado Medio;Mujeres;Centros públicos;2015-2016;6
Aragón;FP Grado Medio y FP Grado Superior;Mujeres;Todos los centros;2016-2017;36
Aragón;FP Grado Medio y FP Grado Superior;Hombres;Centros públicos;2015-2016;175
Aragón;Total FP;Hombres;Todos los centros;2017-2018;115
Aragón;FP Básica;Total;Centros privados;2016-2017;0
Aragón;FP Grado Medio;Hombres;Centros públicos;2015-2016;29
Aragón;FP Grado Superior;Mujeres;Todos los centros;2018-2019;25
Aragón;FP Básica y Grado Medio;Mujeres;Centros privados;2015-2016;0
Aragón;FP Básica;Mujeres;Centros públicos;2018-2019;0
Aragón;Total FP;Hombres;Centros públicos;2017-2018;86
Aragón;FP Grado Medio y FP Grado Superior;Hombres;Centros públicos;2016-2017;138
Aragón;FP Grado Medio y FP Grado Superior;Total;Centros públicos;2018-2019;109
Aragón;Total FP;Mujeres;Centros públicos;2017-2018;21
Aragón;FP Grado Medio y FP Grado Superior;Total;Todos los centros;2016-2017;182
Aragón;FP Grado Superior;Mujeres;Centros privados;2017-2018;0
Aragón;FP Grado Superior;Mujeres;Centros públicos;2018-2019;25
Aragón;FP Básica;Hombres;Centros privados;2018-2019;0
Aragón;Total FP;Hombres;Centros privados;2016-2017;8
Aragón;Total FP;Mujeres;Todos los centros;2015-2016;31
Aragón;FP Grado Superior;Hombres;Todos los centros;2016-2017;121
Aragón;FP Básica;Total;Todos los centros;2016-2017;0
Aragón;FP Grado Medio;Total;Todos los centros;2015-2016;35
Aragón;FP Grado Medio;Mujeres;Centros privados;2018-2019;0
Aragón;Total FP;Mujeres;Centros privados;2018-2019;0
Aragón;FP Básica y Grado Medio;Hombres;Centros privados;2017-2018;1
Aragón;FP Grado Medio;Total;Centros públicos;2018-2019;7
Aragón;FP Grado Medio y FP Grado Superior;Hombres;Centros privados;2017-2018;29
Aragón;FP Grado Medio y FP Grado Superior;Mujeres;Centros privados;2018-2019;0
Aragón;FP Grado Medio y FP Grado Superior;Mujeres;Todos los centros;2017-2018;21
Aragón;FP Básica y Grado Medio;Hombres;Todos los centros;2015-2016;29
Aragón;FP Grado Superior;Total;Todos los centros;2017-2018;107
Aragón;Total FP;Hombres;Centros privados;2015-2016;11
Aragón;FP Básica;Hombres;Centros públicos;2015-2016;0
Aragón;FP Grado Medio y FP Grado Superior;Total;Todos los centros;2017-2018;136
Aragón;FP Básica;Total;Todos los centros;2017-2018;0
Aragón;FP Grado Medio;Mujeres;Centros públicos;2016-2017;13
Aragón;FP Grado Medio y FP Grado Superior;Hombres;Centros privados;2018-2019;25
Aragón;FP Básica y Grado Medio;Total;Centros privados;2016-2017;0
Aragón;FP Básica y Grado Medio;Total;Todos los centros;2016-2017;38
Aragón;FP Básica;Hombres;Centros públicos;2016-2017;0
Aragón;FP Básica y Grado Medio;Mujeres;Centros públicos;2016-2017;13
Aragón;FP Grado Medio;Total;Todos los centros;2016-2017;38
Aragón;Total FP;Total;Todos los centros;2015-2016;217
Aragón;FP Grado Superior;Total;Centros públicos;2018-2019;102
Aragón;Total FP;Hombres;Todos los centros;2015-2016;186
Aragón;Total FP;Mujeres;Centros públicos;2018-2019;30
Aragón;FP Básica y Grado Medio;Hombres;Centros públicos;2015-2016;29
Aragón;FP Básica y Grado Medio;Hombres;Centros privados;2018-2019;0
Aragón;FP Grado Superior;Total;Centros públicos;2015-2016;171
Aragón;FP Básica y Grado Medio;Mujeres;Centros públicos;2017-2018;9
Aragón;FP Básica y Grado Medio;Total;Centros privados;2017-2018;1
Aragón;FP Grado Medio y FP Grado Superior;Hombres;Todos los centros;2017-2018;115
Aragón;FP Básica;Hombres;Centros públicos;2017-2018;0
Aragón;Total FP;Mujeres;Centros públicos;2015-2016;31
Aragón;Total FP;Mujeres;Todos los centros;2017-2018;21
Aragón;FP Grado Superior;Total;Todos los centros;2018-2019;127
Aragón;FP Básica y Grado Medio;Total;Centros públicos;2016-2017;38
Aragón;FP Grado Superior;Mujeres;Centros privados;2016-2017;0
Aragón;Total FP;Mujeres;Todos los centros;2016-2017;36
Aragón;FP Grado Medio y FP Grado Superior;Mujeres;Centros privados;2017-2018;0
Aragón;FP Básica y Grado Medio;Total;Centros privados;2015-2016;0
Aragón;FP Grado Medio;Mujeres;Centros privados;2015-2016;0
Aragón;Total FP;Total;Todos los centros;2016-2017;182
Aragón;FP Básica y Grado Medio;Hombres;Todos los centros;2017-2018;20
Aragón;Total FP;Mujeres;Centros públicos;2016-2017;36
Aragón;FP Grado Medio y FP Grado Superior;Mujeres;Centros públicos;2018-2019;30
Aragón;FP Grado Medio;Hombres;Centros privados;2018-2019;0
Aragón;FP Grado Medio;Mujeres;Todos los centros;2015-2016;6
Aragón;Total FP;Total;Centros públicos;2017-2018;107
Aragón;FP Básica;Mujeres;Todos los centros;2016-2017;0
Aragón;FP Grado Medio;Total;Centros privados;2015-2016;0
Aragón;Total FP;Hombres;Centros privados;2017-2018;29
Aragón;FP Grado Superior;Hombres;Centros privados;2016-2017;8
Aragón;FP Básica;Hombres;Todos los centros;2018-2019;0
Aragón;Total FP;Mujeres;Todos los centros;2018-2019;30
Aragón;FP Grado Medio y FP Grado Superior;Hombres;Centros públicos;2018-2019;79
Aragón;FP Básica y Grado Medio;Mujeres;Centros privados;2017-2018;0
Aragón;FP Grado Medio;Hombres;Todos los centros;2018-2019;2
Aragón;FP Básica;Hombres;Todos los centros;2016-2017;0
Aragón;FP Básica y Grado Medio;Total;Centros privados;2018-2019;0
Aragón;FP Grado Medio y FP Grado Superior;Total;Centros privados;2017-2018;29
Aragón;FP Grado Medio;Mujeres;Centros privados;2017-2018;0
Aragón;FP Grado Medio y FP Grado Superior;Total;Todos los centros;2015-2016;217
Aragón;FP Básica;Hombres;Todos los centros;2017-2018;0
Aragón;FP Grado Superior;Mujeres;Centros públicos;2017-2018;12
Aragón;FP Grado Medio y FP Grado Superior;Mujeres;Centros públicos;2016-2017;36
Aragón;FP Básica;Total;Centros privados;2017-2018;0
Aragón;FP Básica;Mujeres;Centros privados;2015-2016;0
Aragón;FP Grado Medio;Mujeres;Centros públicos;2015-2016;6
Aragón;Total FP;Hombres;Centros privados;2018-2019;25
Aragón;FP Básica;Hombres;Centros privados;2017-2018;0
Aragón;FP Grado Medio;Total;Centros privados;2016-2017;0
Aragón;FP Grado Superior;Hombres;Centros privados;2015-2016;11
Aragón;FP Básica y Grado Medio;Hombres;Centros privados;2016-2017;0
Aragón;Total FP;Total;Centros privados;2015-2016;11
Aragón;FP Básica y Grado Medio;Total;Centros públicos;2017-2018;28
Aragón;Total FP;Hombres;Todos los centros;2018-2019;104
Aragón;Total FP;Total;Centros privados;2016-2017;8
Aragón;FP Básica y Grado Medio;Hombres;Todos los centros;2018-2019;2
Aragón;FP Básica y Grado Medio;Total;Centros públicos;2018-2019;7
Aragón;FP Grado Superior;Mujeres;Todos los centros;2017-2018;12
Aragón;FP Grado Superior;Hombres;Todos los centros;2015-2016;157
Aragón;FP Básica;Total;Centros públicos;2015-2016;0
Aragón;Total FP;Total;Centros privados;2017-2018;29
Aragón;FP Grado Medio;Mujeres;Centros públicos;2017-2018;9
Aragón;FP Básica y Grado Medio;Mujeres;Todos los centros;2016-2017;13
Aragón;FP Básica y Grado Medio;Total;Todos los centros;2018-2019;7
Aragón;FP Básica;Total;Centros privados;2018-2019;0
Aragón;FP Grado Medio;Total;Centros privados;2018-2019;0
Aragón;FP Grado Medio;Total;Centros públicos;2015-2016;35
Aragón;FP Básica;Total;Todos los centros;2018-2019;0
Aragón;FP Grado Medio;Mujeres;Todos los centros;2018-2019;5
Aragón;FP Grado Medio y FP Grado Superior;Hombres;Centros privados;2015-2016;11
Aragón;FP Grado Medio y FP Grado Superior;Hombres;Todos los centros;2016-2017;146
Aragón;Total FP;Total;Centros privados;2018-2019;25
Aragón;FP Básica;Mujeres;Centros privados;2016-2017;0
Aragón;FP Básica y Grado Medio;Total;Todos los centros;2015-2016;35
Aragón;FP Grado Medio y FP Grado Superior;Mujeres;Todos los centros;2015-2016;31
Aragón;FP Grado Medio;Mujeres;Todos los centros;2017-2018;9
Aragón;FP Grado Medio y FP Grado Superior;Total;Centros privados;2016-2017;8
Aragón;Total FP;Total;Todos los centros;2017-2018;136
Aragón;FP Básica y Grado Medio;Total;Centros públicos;2015-2016;35
Aragón;FP Grado Superior;Hombres;Todos los centros;2017-2018;95
Aragón;FP Básica;Hombres;Todos los centros;2015-2016;0
Aragón;FP Básica y Grado Medio;Mujeres;Todos los centros;2015-2016;6
Aragón;FP Básica;Total;Centros públicos;2016-2017;0
Aragón;FP Grado Superior;Hombres;Todos los centros;2018-2019;102
Aragón;FP Grado Superior;Total;Centros privados;2017-2018;28
Aragón;Total FP;Mujeres;Centros privados;2015-2016;0
Aragón;FP Grado Medio y FP Grado Superior;Hombres;Todos los centros;2015-2016;186
Aragón;FP Grado Medio y FP Grado Superior;Mujeres;Centros privados;2015-2016;0
Aragón;FP Grado Superior;Hombres;Centros públicos;2018-2019;77
Aragón;FP Grado Medio y FP Grado Superior;Total;Centros privados;2015-2016;11
Aragón;FP Básica y Grado Medio;Mujeres;Centros privados;2016-2017;0
Aragón;Total FP;Hombres;Centros públicos;2018-2019;79
Aragón;FP Grado Superior;Mujeres;Todos los centros;2015-2016;25
Aragón;FP Básica;Mujeres;Centros públicos;2017-2018;0
Aragón;Total FP;Mujeres;Centros privados;2016-2017;0
Aragón;FP Grado Medio y FP Grado Superior;Hombres;Centros públicos;2017-2018;86
Aragón;FP Básica;Mujeres;Todos los centros;2017-2018;0
Aragón;FP Grado Medio y FP Grado Superior;Mujeres;Centros privados;2016-2017;0
Aragón;FP Grado Superior;Hombres;Centros públicos;2017-2018;67
Aragón;FP Grado Superior;Hombres;Centros públicos;2016-2017;113
Aragón;FP Grado Medio;Hombres;Todos los centros;2017-2018;20
Aragón;FP Grado Superior;Total;Centros públicos;2017-2018;79
Aragón;FP Básica y Grado Medio;Mujeres;Centros públicos;2018-2019;5
Aragón;FP Grado Medio;Mujeres;Centros públicos;2018-2019;5
Aragón;FP Básica;Hombres;Centros públicos;2018-2019;0
Aragón;FP Grado Superior;Hombres;Centros privados;2017-2018;28
Aragón;FP Grado Superior;Total;Centros públicos;2016-2017;136
Aragón;FP Básica;Mujeres;Todos los centros;2015-2016;0
Aragón;FP Básica y Grado Medio;Mujeres;Centros privados;2018-2019;0
Aragón;FP Grado Superior;Total;Todos los centros;2016-2017;144
Aragón;FP Grado Medio y FP Grado Superior;Total;Centros públicos;2017-2018;107
Aragón;FP Grado Medio y FP Grado Superior;Hombres;Centros privados;2016-2017;8
Aragón;Total FP;Hombres;Centros públicos;2015-2016;175
Aragón;FP Básica y Grado Medio;Mujeres;Todos los centros;2018-2019;5
Aragón;Total FP;Mujeres;Centros privados;2017-2018;0
Aragón;FP Básica;Mujeres;Centros públicos;2015-2016;0
Aragón;Total FP;Total;Centros públicos;2018-2019;109
Aragón;FP Grado Medio;Hombres;Centros privados;2016-2017;0
Aragón;FP Básica;Hombres;Centros privados;2016-2017;0
Aragón;FP Grado Medio y FP Grado Superior;Total;Centros privados;2018-2019;25
Aragón;FP Básica;Mujeres;Todos los centros;2018-2019;0
Aragón;FP Básica y Grado Medio;Mujeres;Todos los centros;2017-2018;9
Aragón;FP Básica y Grado Medio;Hombres;Centros públicos;2016-2017;25
"Madrid; Comunidad de";Total FP;Total;Todos los centros;2016-2017;4078
"Madrid; Comunidad de";FP Grado Medio;Hombres;Centros privados;2017-2018;1
"Madrid; Comunidad de";FP Grado Superior;Total;Todos los centros;2016-2017;2659
"Madrid; Comunidad de";FP Grado Medio;Mujeres;Todos los centros;2016-2017;410
"Madrid; Comunidad de";FP Grado Superior;Mujeres;Todos los centros;2015-2016;1179
"Madrid; Comunidad de";FP Básica;Mujeres;Centros privados;2015-2016;0
"Madrid; Comunidad de";Total FP;Total;Centros públicos;2017-2018;5618
"Madrid; Comunidad de";FP Grado Medio y FP Grado Superior;Total;Centros públicos;2016-2017;3960
"Madrid; Comunidad de";FP Grado Medio;Mujeres;Centros públicos;2015-2016;24
"Madrid; Comunidad de";FP Básica y Grado Medio;Hombres;Centros públicos;2017-2018;1564
"Madrid; Comunidad de";Total FP;Total;Centros privados;2015-2016;569
"Madrid; Comunidad de";FP Grado Medio y FP Grado Superior;Hombres;Centros públicos;2015-2016;1224
"Madrid; Comunidad de";FP Grado Superior;Hombres;Centros privados;2016-2017;58
"Madrid; Comunidad de";Total FP;Total;Centros públicos;2015-2016;2261
"Madrid; Comunidad de";FP Grado Medio y FP Grado Superior;Mujeres;Centros públicos;2017-2018;2216
"Madrid; Comunidad de";FP Básica y Grado Medio;Mujeres;Centros privados;2016-2017;7
"Madrid; Comunidad de";FP Básica y Grado Medio;Total;Centros privados;2015-2016;12
"Madrid; Comunidad de";FP Grado Medio;Total;Centros públicos;2017-2018;2268
"Madrid; Comunidad de";FP Grado Medio;Hombres;Centros públicos;2017-2018;1564
"Madrid; Comunidad de";Total FP;Total;Todos los centros;2015-2016;2830
"Madrid; Comunidad de";FP Básica y Grado Medio;Hombres;Centros públicos;2018-2019;1572
"Madrid; Comunidad de";FP Básica y Grado Medio;Hombres;Centros públicos;2016-2017;976
"Madrid; Comunidad de";FP Básica;Hombres;Centros públicos;2018-2019;0
"Madrid; Comunidad de";FP Grado Medio;Hombres;Todos los centros;2018-2019;1573
"Madrid; Comunidad de";FP Grado Superior;Hombres;Centros privados;2015-2016;391
"Madrid; Comunidad de";FP Grado Superior;Hombres;Centros públicos;2018-2019;1875
"Madrid; Comunidad de";FP Básica y Grado Medio;Total;Centros privados;2016-2017;38
"Madrid; Comunidad de";FP Básica;Mujeres;Todos los centros;2018-2019;0
"Madrid; Comunidad de";FP Grado Medio y FP Grado Superior;Total;Centros públicos;2015-2016;2261
"Madrid; Comunidad de";FP Grado Medio y FP Grado Superior;Total;Centros privados;2018-2019;295
"Madrid; Comunidad de";FP Grado Superior;Mujeres;Centros públicos;2017-2018;1512
"Madrid; Comunidad de";Total FP;Mujeres;Centros privados;2016-2017;29
"Madrid; Comunidad de";FP Básica y Grado Medio;Total;Centros públicos;2016-2017;1381
"Madrid; Comunidad de";FP Básica;Total;Todos los centros;2017-2018;0
"Madrid; Comunidad de";FP Básica;Total;Todos los centros;2016-2017;8
"Madrid; Comunidad de";FP Básica;Total;Centros privados;2015-2016;0
"Madrid; Comunidad de";FP Grado Medio y FP Grado Superior;Mujeres;Todos los centros;2018-2019;2305
"Madrid; Comunidad de";FP Grado Superior;Total;Todos los centros;2018-2019;3686
"Madrid; Comunidad de";Total FP;Hombres;Todos los centros;2015-2016;1619
"Madrid; Comunidad de";Total FP;Hombres;Centros públicos;2015-2016;1224
"Madrid; Comunidad de";FP Básica y Grado Medio;Mujeres;Todos los centros;2018-2019;718
"Madrid; Comunidad de";FP Básica y Grado Medio;Hombres;Centros públicos;2015-2016;100
"Madrid; Comunidad de";Total FP;Mujeres;Centros públicos;2015-2016;1037
"Madrid; Comunidad de";FP Grado Medio y FP Grado Superior;Total;Centros privados;2017-2018;314
"Madrid; Comunidad de";FP Básica;Total;Todos los centros;2015-2016;0
"Madrid; Comunidad de";Total FP;Mujeres;Centros públicos;2017-2018;2216
"Madrid; Comunidad de";FP Grado Medio y FP Grado Superior;Mujeres;Todos los centros;2017-2018;2267
"Madrid; Comunidad de";FP Grado Medio;Hombres;Centros públicos;2016-2017;976
"Madrid; Comunidad de";Total FP;Hombres;Centros públicos;2017-2018;3402
"Madrid; Comunidad de";FP Grado Medio;Hombres;Centros públicos;2018-2019;1572
"Madrid; Comunidad de";FP Grado Medio;Total;Centros públicos;2018-2019;2290
"Madrid; Comunidad de";Total FP;Mujeres;Centros privados;2018-2019;70
"Madrid; Comunidad de";Total FP;Hombres;Centros privados;2018-2019;225
"Madrid; Comunidad de";FP Básica;Mujeres;Centros públicos;2015-2016;0
"Madrid; Comunidad de";FP Grado Medio y FP Grado Superior;Hombres;Todos los centros;2018-2019;3672
"Madrid; Comunidad de";FP Grado Medio y FP Grado Superior;Total;Centros privados;2015-2016;569
"Madrid; Comunidad de";Total FP;Total;Centros privados;2017-2018;314
"Madrid; Comunidad de";Total FP;Hombres;Centros públicos;2018-2019;3447
"Madrid; Comunidad de";FP Grado Superior;Mujeres;Todos los centros;2018-2019;1587
"Madrid; Comunidad de";Total FP;Total;Centros privados;2018-2019;295
"Madrid; Comunidad de";FP Grado Medio y FP Grado Superior;Mujeres;Todos los centros;2016-2017;1607
"Madrid; Comunidad de";FP Grado Medio;Hombres;Centros públicos;2015-2016;100
"Madrid; Comunidad de";FP Grado Medio y FP Grado Superior;Total;Todos los centros;2016-2017;4070
"Madrid; Comunidad de";FP Grado Medio;Total;Todos los centros;2015-2016;136
"Madrid; Comunidad de";FP Básica;Total;Centros públicos;2016-2017;0
"Madrid; Comunidad de";FP Grado Superior;Mujeres;Centros privados;2017-2018;41
"Madrid; Comunidad de";FP Básica y Grado Medio;Mujeres;Centros públicos;2017-2018;704
"Madrid; Comunidad de";FP Grado Superior;Mujeres;Centros privados;2018-2019;70
"Madrid; Comunidad de";FP Grado Medio y FP Grado Superior;Total;Todos los centros;2017-2018;5932
"Madrid; Comunidad de";FP Básica;Mujeres;Centros privados;2017-2018;0
"Madrid; Comunidad de";FP Grado Medio y FP Grado Superior;Hombres;Centros privados;2016-2017;83
"Madrid; Comunidad de";FP Básica y Grado Medio;Total;Centros privados;2017-2018;11
"Madrid; Comunidad de";FP Grado Superior;Hombres;Centros privados;2017-2018;262
"Madrid; Comunidad de";Total FP;Mujeres;Todos los centros;2016-2017;1609
"Madrid; Comunidad de";FP Grado Medio y FP Grado Superior;Mujeres;Centros privados;2018-2019;70
"Madrid; Comunidad de";FP Básica y Grado Medio;Mujeres;Centros públicos;2018-2019;718
"Madrid; Comunidad de";FP Grado Superior;Hombres;Centros privados;2018-2019;224
"Madrid; Comunidad de";FP Grado Medio y FP Grado Superior;Total;Centros públicos;2017-2018;5618
"Madrid; Comunidad de";FP Grado Medio y FP Grado Superior;Hombres;Centros privados;2018-2019;225
"Madrid; Comunidad de";FP Grado Superior;Mujeres;Centros públicos;2016-2017;1175
"Madrid; Comunidad de";FP Básica;Hombres;Centros privados;2016-2017;6
"Madrid; Comunidad de";FP Grado Medio y FP Grado Superior;Mujeres;Centros públicos;2018-2019;2235
"Madrid; Comunidad de";FP Básica;Hombres;Centros privados;2018-2019;0
"Madrid; Comunidad de";FP Básica;Mujeres;Centros privados;2016-2017;2
"Madrid; Comunidad de";FP Grado Medio y FP Grado Superior;Total;Todos los centros;2018-2019;5977
"Madrid; Comunidad de";FP Básica;Mujeres;Centros públicos;2018-2019;0
"Madrid; Comunidad de";FP Básica y Grado Medio;Mujeres;Todos los centros;2015-2016;32
"Madrid; Comunidad de";FP Básica;Mujeres;Todos los centros;2015-2016;0
"Madrid; Comunidad de";FP Grado Medio y FP Grado Superior;Hombres;Todos los centros;2016-2017;2463
"Madrid; Comunidad de";Total FP;Hombres;Todos los centros;2018-2019;3672
"Madrid; Comunidad de";FP Básica y Grado Medio;Mujeres;Centros privados;2017-2018;10
